,Entity,Code,Year,Liver Cancer,Kidney Cancer,Lip and oral cavity cancer,"Tracheal, bronchus, and lung cancer",Larynx Cancer,Gallbladder and biliary tract cancer,Malignant Skin Cancer,Leukemia,Hodgkin Lymphoma,Multiple Myeloma,Other Neoplasms,Breast Cancer,Prostrate Cancer,Thyroid Cancer,Stomach Cancer,Bladder Cancer,Uterine Cancer,Ovarian Cancer,Cervical Cancer,Brain and central nervous system cancer,Non-Hodgkin Lymphoma,Pancreatic Cancer,Esophageal Cancer,Testicular Cancer,Nasopharynx Cancer,Other Pharynx Cancer, Colon and rectum cancer,Non-melanoma skin cancer,Mesothelioma,Total
685,Trinidad and Tobago,TTO,2015,42,27,20,172,16,19,4,54,4,42,13,212,351,8,72,27,56,59,101,22,52,92,25,2,5,11,219,6,2,1735
686,Trinidad and Tobago,TTO,2016,44,28,21,178,16,20,4,55,4,43,13,218,365,9,76,28,59,60,104,22,53,98,27,2,6,11,230,6,2,1802
687,Trinidad and Tobago,TTO,2017,46,29,22,182,17,21,4,56,4,45,13,222,377,9,78,28,60,61,105,22,54,101,27,2,6,11,238,6,2,1848
688,Trinidad and Tobago,TTO,2018,47,30,22,186,17,21,4,56,4,46,14,226,390,9,80,29,62,62,107,22,55,105,28,1,6,12,245,7,2,1895
689,Trinidad and Tobago,TTO,2019,49,31,23,191,18,22,5,57,4,48,14,230,404,9,82,30,63,63,109,22,56,109,29,1,6,12,253,7,2,1949
690,United States,USA,1990,6454,11418,5968,156256,4181,4438,6974,21448,1803,10252,5552,48212,36236,1252,18949,12125,5614,14428,6202,12669,21702,28596,11388,467,986,2000,65582,2363,2197,525712
691,United States,USA,1991,6729,11662,5925,157997,4216,4407,7094,21684,1766,10515,5656,48324,36933,1272,18804,12284,5630,14514,6193,12849,22431,29012,11588,464,984,1970,65632,2394,2231,531160
692,United States,USA,1992,7085,11931,5891,159849,4230,4379,7255,21914,1730,10811,5789,48228,37633,1300,18600,12500,5655,14653,6182,13011,23114,29553,11835,461,982,1951,65878,2434,2269,537103
693,United States,USA,1993,7499,12317,5983,164512,4316,4413,7520,22504,1702,11194,5976,49144,38400,1349,18813,12903,5797,14810,6260,13276,24219,30631,12267,461,995,1960,67562,2474,2333,551590
694,United States,USA,1994,7897,12624,5949,166703,4333,4405,7678,22852,1659,11489,6114,49401,38784,1374,18675,13163,5864,15003,6281,13484,25047,31245,12590,455,991,1961,68118,2495,2376,559010
695,United States,USA,1995,8329,12928,5972,169913,4362,4410,7865,23271,1632,11768,6279,49629,39058,1413,18630,13453,5933,15327,6301,13659,25808,31861,12927,447,991,1959,68781,2516,2428,567850
696,United States,USA,1996,8712,13040,5880,169962,4323,4366,7951,23407,1599,11937,6395,49243,38880,1440,18308,13630,5952,15443,6284,13778,26143,32106,13125,445,982,1930,68329,2529,2446,568565
697,United States,USA,1997,9120,13140,5813,169937,4271,4336,8004,23501,1570,12090,6494,48848,38453,1467,18042,13783,5969,15606,6270,13912,26383,32377,13311,440,968,1915,68021,2543,2456,569040
698,United States,USA,1998,9614,13334,5801,171518,4278,4335,8114,23752,1538,12318,6654,48573,38393,1498,17967,14084,6041,15817,6249,14138,26567,32993,13707,442,964,1921,68446,2587,2497,574140
699,United States,USA,1999,10124,13477,5789,173605,4303,4399,8239,24163,1521,12579,6818,48880,38342,1554,18073,14440,6181,16137,6316,14514,26725,33983,14178,442,954,1932,69756,2668,2538,582630
700,United States,USA,2000,10611,13733,5801,174934,4305,4418,8398,24439,1493,12762,7004,48873,38077,1600,17934,14704,6273,16388,6337,14740,26515,34696,14560,439,950,1942,70113,2714,2586,587339
701,United States,USA,2001,11034,13980,5831,175466,4291,4426,8571,24690,1487,12904,7124,48908,37690,1637,17796,14960,6395,16660,6364,14907,26200,35539,14913,439,947,1986,70301,2778,2596,590820
702,United States,USA,2002,11534,14248,5883,176729,4293,4422,8756,24951,1488,13064,7213,48817,37557,1669,17713,15296,6491,16876,6373,15077,25894,36426,15292,446,947,2025,70464,2822,2639,595405
703,United States,USA,2003,12072,14428,5901,176765,4287,4422,8915,25111,1480,13144,7336,48625,37364,1684,17552,15525,6580,17027,6380,15191,25495,37189,15583,442,947,2062,69956,2859,2668,596990
704,United States,USA,2004,12597,14466,5849,175289,4217,4395,8960,25040,1460,13157,7408,47936,37084,1707,17155,15726,6616,17189,6349,15221,24870,37593,15722,441,945,2084,68415,2895,2663,593449
705,United States,USA,2005,13339,14723,5938,176055,4248,4451,9174,25481,1464,13304,7612,48236,37218,1764,17205,16205,6791,16888,6463,15457,24871,38710,16159,443,951,2133,68636,2978,2699,599596
706,United States,USA,2006,14039,14860,5976,177167,4230,4468,9292,25745,1468,13376,7807,48231,37226,1809,17100,16567,6939,17013,6564,15633,24749,39469,16405,446,956,2170,68368,3067,2671,603811
707,United States,USA,2007,14730,15075,6038,178529,4184,4475,9411,25912,1450,13521,7993,48151,37362,1848,16954,16934,7078,17204,6619,15862,24650,40458,16619,447,960,2221,68360,3159,2676,608880
708,United States,USA,2008,15408,15438,6155,181510,4208,4522,9645,26315,1430,13709,8240,48575,37600,1907,16991,17380,7307,17486,6723,16203,24791,42067,16985,455,963,2284,69362,3250,2715,619624
709,United States,USA,2009,16048,15709,6240,182650,4186,4555,9870,26511,1415,13894,8466,48865,37724,1952,16877,17673,7511,17745,6815,16523,24767,43398,17251,462,969,2344,69871,3357,2745,626393
710,United States,USA,2010,16713,15987,6355,181440,4166,4595,10016,26634,1400,14182,8715,48781,38084,1982,16768,18072,7741,17343,6893,16813,24735,44627,17534,467,971,2422,70297,3465,2743,629941
711,United States,USA,2011,17462,16311,6535,183292,4211,4673,10204,27108,1394,14467,8950,49367,38505,2037,16942,18558,8087,17445,7075,17227,25045,46058,17904,472,979,2514,71517,3593,2782,640714
712,United States,USA,2012,18108,16596,6690,184196,4247,4731,10351,27441,1391,14804,9167,49649,39046,2080,17060,18958,8382,17625,7224,17671,25280,47342,18244,476,994,2600,72250,3728,2801,649132
713,United States,USA,2013,18761,16951,6849,185241,4307,4803,10520,27846,1397,15147,9400,50064,39923,2140,17228,19428,8720,17788,7401,18104,25604,48631,18592,481,1005,2679,73191,3875,2807,658883
714,United States,USA,2014,19541,17273,7020,186062,4375,4884,10653,28239,1408,15506,9640,50784,41062,2194,17384,19877,9084,17977,7585,18578,26026,49980,18939,487,1023,2779,74101,4047,2826,669334
715,United States,USA,2015,20428,17728,7216,186439,4450,4953,10829,28624,1427,15929,9832,51610,42207,2259,17632,20436,9445,17810,7754,19070,26571,51625,19402,487,1047,2882,75668,4190,2840,680790
716,United States,USA,2016,21382,18105,7419,188448,4572,5035,11033,29127,1435,16313,9964,52338,43456,2329,17925,20967,9788,18076,7859,19504,27222,53348,19925,497,1073,2978,77499,4271,2922,694810
717,United States,USA,2017,21981,18471,7444,191190,4642,5066,11274,29509,1469,16761,10082,52464,44795,2341,18084,21263,9763,18431,7835,19741,27826,53940,20295,492,1084,2985,78717,4293,3017,705255
718,United States,USA,2018,22833,19151,7660,199320,4824,5186,11624,30481,1502,17338,10395,53344,46829,2401,18695,22098,9926,18848,7881,20094,28932,55706,21067,489,1108,3057,81395,4387,3122,729693
719,United States,USA,2019,23807,19753,7821,206196,4934,5329,11906,31378,1527,17942,10749,55021,48323,2466,19174,22767,10260,19503,7995,20459,29991,57488,21615,486,1127,3110,84026,4472,3208,752833
